State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Uttar Pradesh",Balrampur,"Tulsipur APMC",Onion,Onion,FAQ,21/04/2026,1300,1350,1330
Tripura,Dhalai,"Kulai APMC","Bitter gourd","Bitter Gourd","Grade B",21/04/2026,7500,8000,7700
"West Bengal",Kolkata,"Sealdah Koley Market APMC","Bhindi(Ladies Finger)",Other,FAQ,21/04/2026,3000,4000,3000
"West Bengal",Kolkata,"Sealdah Koley Market APMC","Sweet Pumpkin",Other,FAQ,21/04/2026,1800,2200,2000
Punjab,Ferozpur,"Zira APMC",Cauliflower,Other,Local,21/04/2026,2000,2000,2000
Punjab,Ferozpur,"Zira APMC","Green Chilli",Other,Local,21/04/2026,2500,2500,2500
Punjab,Ferozpur,"Zira APMC",Colacasia,Other,Local,21/04/2026,3600,3600,3600
Punjab,Ferozpur,"Zira APMC",Ginger(Green),"Green Ginger","Grade A",21/04/2026,8000,8000,8000
Punjab,Ferozpur,"Zira APMC",Potato,Other,Local,21/04/2026,400,400,400
Punjab,Ferozpur,"Zira APMC",Cucumbar(Kheera),Cucumbar,Local,21/04/2026,800,800,800
"Uttar Pradesh",Sambhal,"Bhehjoi APMC",Wood,Eucalyptus,Local,21/04/2026,500,510,505
"West Bengal","North 24 Parganas","Habra APMC",Pumpkin,Other,FAQ,21/04/2026,1500,1500,1500
"West Bengal","North 24 Parganas","Habra APMC",Potato,Jyoti,FAQ,21/04/2026,900,900,900
"West Bengal","North 24 Parganas","Habra APMC",Onion,Onion,FAQ,21/04/2026,1000,1100,1100
"West Bengal",Darjeeling,"Karsiyang(Matigara) APMC",Cabbage,Other,FAQ,21/04/2026,2200,2400,2300
"West Bengal",Darjeeling,"Darjeeling APMC",Ginger(Green),Other,FAQ,21/04/2026,8000,8200,8100
"West Bengal",Darjeeling,"Darjeeling APMC","Squash(Chappal Kadoo)",Other,FAQ,21/04/2026,2200,2400,2300
Kerala,Wayanad,"Pulpally APMC",Banana,Other,Medium,21/04/2026,1950,1970,1960
Kerala,Wayanad,"Pulpally APMC",Coconut,Coconut,Local,21/04/2026,5000,5200,5100
"Madhya Pradesh",Rajgarh,"Pachaur APMC",Wheat,Wheat,Non-FAQ,21/04/2026,2180,2210,2210
"Madhya Pradesh",Hoshangabad,"Pipariya APMC",Wheat,Wheat,FAQ,21/04/2026,2380,2381,2381
"Madhya Pradesh",Jhabua,"Thandla APMC",Wheat,"Mill Quality",FAQ,21/04/2026,2200,2200,2200
"Madhya Pradesh",Khargone,"Karhi APMC",Wheat,Wheat,FAQ,21/04/2026,2200,2200,2200
"Madhya Pradesh",Khargone,"Kasrawad APMC",Maize,Local,FAQ,21/04/2026,1111,1350,1350
"Madhya Pradesh",Khargone,"Segaon APMC",Maize,Local,FAQ,21/04/2026,1600,1730,1711
"Madhya Pradesh",Dewas,"Loharda APMC",Maize,Local,FAQ,21/04/2026,1780,1780,1780
"Madhya Pradesh",Ratlam,"Jaora APMC",Linseed,Flaxseed,FAQ,21/04/2026,7340,7800,7350
"Madhya Pradesh",Ratlam,"Sailana APMC",Garlic,Garlic,FAQ,21/04/2026,2101,3301,3301
"Madhya Pradesh",Shajapur,"Shajapur APMC",Garlic,Average,FAQ,21/04/2026,5663,5663,5663
Punjab,Jalandhar,"Phillaur(Apra Mandi) APMC","Bottle gourd",Other,FAQ,21/04/2026,1500,1500,1500
Punjab,Jalandhar,"Phillaur(Apra Mandi) APMC","Squash(Chappal Kadoo)",Other,FAQ,21/04/2026,1000,1500,1000
Punjab,Jalandhar,"Phillaur(Apra Mandi) APMC",Onion,Other,FAQ,21/04/2026,1500,1500,1500
"Madhya Pradesh",Ashoknagar,"Chanderi APMC",Mahua,Mahua,Non-FAQ,21/04/2026,1750,1750,1750
"Madhya Pradesh",Sheopur,"Vijaypur APMC",Mustard,Mustard,Non-FAQ,21/04/2026,6500,6650,6650
"Madhya Pradesh",Sagar,"Sagar APMC",Wheat,Wheat,FAQ,21/04/2026,2200,2300,2300
"Madhya Pradesh",Sagar,"Bina APMC",Wheat,Wheat,FAQ,21/04/2026,2280,2563,2563
"Madhya Pradesh",Sagar,"Shahagarh APMC",Wheat,"Mill Quality",Non-FAQ,21/04/2026,2250,2300,2300
Punjab,Sangrur,"Lehra Gaga APMC","Karbuja(Musk Melon)",Other,"Grade A",21/04/2026,2500,2500,2500
"Madhya Pradesh",Chhatarpur,"LavKush Nagar(Laundi) APMC",Mustard,Mustard,FAQ,21/04/2026,6520,6620,6600
"Madhya Pradesh",Chhatarpur,"LavKush Nagar(Laundi) APMC",Mustard,Mustard,Non-FAQ,21/04/2026,6350,6370,6370
"Madhya Pradesh",Chhatarpur,"LavKush Nagar(Laundi) APMC","Bengal Gram(Gram)(Whole)","Desi (F.A.Q. Split)",Non-FAQ,21/04/2026,5000,5000,5000
"Madhya Pradesh",Mandla,"Bichhiya APMC",Wheat,Wheat,Non-FAQ,21/04/2026,2200,2200,2200
"Madhya Pradesh",Mandla,"Bichhiya APMC",buttery,Buttery,FAQ,21/04/2026,2800,2800,2800
"Madhya Pradesh",Dindori,"Gorakhpur APMC",Wheat,"Mill Quality",Non-FAQ,21/04/2026,2627,2627,2627
"Madhya Pradesh",Rewa,"Rewa APMC",Lentil(Masur)(Whole),Local,FAQ,21/04/2026,6200,6200,6200
Gujarat,Dahod,"Devgadhbaria APMC",Paddy(Common),Common,Non-FAQ,21/04/2026,1250,1300,1265
Gujarat,Kheda,"Kapadvanj APMC",Onion,Onion,Medium,21/04/2026,800,1600,1200
Gujarat,Kheda,"Kapadvanj APMC",Cauliflower,Cauliflower,Medium,21/04/2026,1000,1200,1100
Gujarat,Kheda,"Kapadvanj APMC","Bhindi(Ladies Finger)",Bhindi,Medium,21/04/2026,1000,1750,1375
Gujarat,Banaskanth,"Tharad APMC","Methi Seeds",Other,Local,21/04/2026,5625,8255,7440
Gujarat,Sabarkantha,"Bhiloda APMC","Castor Seed",Other,FAQ,21/04/2026,6150,6350,6250
Gujarat,Sabarkantha,"Bhiloda APMC",Maize,Other,Non-FAQ,21/04/2026,1850,2050,1950
Gujarat,Banaskanth,"Thara APMC",Mustard,Mustard,FAQ,21/04/2026,6200,6380,6290
Gujarat,Vadodara(Baroda),"Vagodiya APMC","Arhar(Tur/Red Gram)(Whole)",Desi(Whole),Local,21/04/2026,8000,8000,8000
Gujarat,Ahmedabad,"Ahmedabad(Chimanbhai Patal Market Vasana) APMC",Potato,Chips,FAQ,21/04/2026,1000,1500,1400
Gujarat,Dahod,"Dahod(Veg. Market) APMC",Garlic,Garlic,Local,21/04/2026,6000,12000,10000
Gujarat,Dahod,"Dahod(Veg. Market) APMC","Sweet Potato","Sweet Potato",Local,21/04/2026,1000,2000,1700
Gujarat,Dahod,"Dahod(Veg. Market) APMC",Brinjal,Brinjal,Local,21/04/2026,200,1200,1000
Gujarat,Dahod,"Dahod(Veg. Market) APMC","Bitter gourd","Bitter Gourd",Local,21/04/2026,1500,2500,2200
Gujarat,Dahod,"Dahod(Veg. Market) APMC",Cabbage,Cabbage,Local,21/04/2026,400,1000,900
Gujarat,Dahod,"Dahod(Veg. Market) APMC","Elephant Yam(Suran)/Amorphophallus","Elephant Yam (Suran)",Local,21/04/2026,4000,4000,4000
Gujarat,Dahod,"Dahod(Veg. Market) APMC","Onion Green","Onion Green",Local,21/04/2026,800,1500,1200
Gujarat,Dahod,"Dahod(Veg. Market) APMC","Pointed gourd(Parval)","Pointed gourd (Parval)",Local,21/04/2026,4000,4000,4000
Gujarat,Kheda,"Nadiyad(Chaklasi) APMC",Coriander(Leaves),Coriander,FAQ,21/04/2026,1200,1500,1400
Gujarat,Anand,"Anand(Veg,Yard,Anand) APMC",Potato,Potato,"Grade B",21/04/2026,600,800,700
Gujarat,Anand,"Khambhat(Grain Market) APMC","Bajra(Pearl Millet/Cumbu)",Other,Local,21/04/2026,2000,2250,2125
Gujarat,Anand,"Khambhat(Veg Yard Khambhat) APMC",Banana,Amruthapani,Large,21/04/2026,1500,1700,1600
Gujarat,Anand,"Khambhat(Veg Yard Khambhat) APMC","Bottle gourd","Bottle Gourd",Local,21/04/2026,1000,2000,1500
Gujarat,Anand,"Khambhat(Veg Yard Khambhat) APMC",Tinda,Other,Local,21/04/2026,2500,4000,3500
Gujarat,Panchmahals,"Godhra(Timbaroad) APMC",Wheat,Deshi,Non-FAQ,21/04/2026,2160,2230,2175
Gujarat,Valsad,"Chikli(Khorgam) APMC","Bitter gourd",Other,FAQ,21/04/2026,2500,3000,2750
Gujarat,Sabarkantha,"Modasa(Tintoi) APMC",Wheat,Lokwan,FAQ,21/04/2026,2100,2650,2650
"Himachal Pradesh",Bilaspur,"PMY Bilaspur",Carrot,Other,"Grade A",21/04/2026,2000,2500,2200
"Himachal Pradesh",Bilaspur,"PMY Bilaspur",Potato,Other,"Grade C",21/04/2026,700,1000,800
"Himachal Pradesh",Bilaspur,"PMY Bilaspur",Onion,Other,"Grade C",21/04/2026,1600,2000,1800
"Himachal Pradesh",Bilaspur,"PMY Bilaspur",Cauliflower,Other,"Grade A",21/04/2026,3500,4000,3600
"Himachal Pradesh",Bilaspur,"PMY Bilaspur",Tomato,Other,"Grade C",21/04/2026,4000,5000,4500
Gujarat,Mehsana,"Mehsana(Mehsana Veg) APMC",Cauliflower,Cauliflower,Local,21/04/2026,300,2200,1300
Gujarat,Mehsana,"Mehsana(Mehsana Veg) APMC",Chikoos(Sapota),Sapota,Local,21/04/2026,150,4000,2400
Gujarat,Mehsana,"Mehsana(Mehsana Veg) APMC",Banana,Other,Local,21/04/2026,1700,2000,1900
Gujarat,Mehsana,"Mehsana(Mehsana Veg) APMC",Tomato,Tomato,Local,21/04/2026,250,750,500
Gujarat,Rajkot,"Rajkot APMC",Jowar(Sorghum),"Jowar ( White)",FAQ,21/04/2026,3400,4490,3900
Gujarat,Rajkot,"Rajkot APMC",Wheat,Sharbati,FAQ,21/04/2026,2190,2900,2260
Gujarat,Rajkot,"Rajkot APMC","Dry Chillies","Dry Chillies",FAQ,21/04/2026,10000,30000,22500
Gujarat,Morbi,"Morbi APMC","Red Gram",Other,FAQ,21/04/2026,4525,5275,4900
Gujarat,Morbi,"Morbi APMC","Green Chilli","Green Chilly",FAQ,21/04/2026,2200,3500,2850
Gujarat,Morbi,"Morbi APMC","Bhindi(Ladies Finger)",Bhindi,FAQ,21/04/2026,1700,2600,2150
Gujarat,Morbi,"Morbi APMC",Cucumbar(Kheera),Cucumbar,FAQ,21/04/2026,1200,2000,1600
Gujarat,Morbi,"Morbi APMC",Guar,Gwar,FAQ,21/04/2026,2300,3500,2900
Gujarat,Amreli,"Rajula APMC","Cummin Seed(Jeera)","Cummin Seed(Jeera)",Local,21/04/2026,18005,18005,18005
Gujarat,Amreli,"Rajula APMC","Kabuli Chana(Chickpeas-White)","Kabuli Chana(Chickpeas-white)",Local,21/04/2026,2500,5500,4000
Gujarat,Amreli,"Rajula APMC","Bajra(Pearl Millet/Cumbu)",Local,Local,21/04/2026,1500,2805,2153
Gujarat,Amreli,"Rajula APMC",Wheat,PISSI,Local,21/04/2026,1550,2500,2025
Gujarat,Bhavnagar,"Bhavnagar APMC","Sesamum(Sesame,Gingelly,Til)",Black,FAQ,21/04/2026,15213,15213,15213
Gujarat,Bhavnagar,"Bhavnagar APMC","Bajra(Pearl Millet/Cumbu)",Local,FAQ,21/04/2026,2350,2350,2350
Gujarat,Bhavnagar,"Bhavnagar APMC","Castor Seed",Other,FAQ,21/04/2026,5938,5938,5938
Gujarat,Bhavnagar,"Bhavnagar APMC","Bengal Gram(Gram)(Whole)",Other,FAQ,21/04/2026,5302,5302,5302
Gujarat,Bhavnagar,"Bhavnagar APMC","Arhar(Tur/Red Gram)(Whole)",Other,FAQ,21/04/2026,5612,5612,5612
Gujarat,Bhavnagar,"Bhavnagar APMC","Corriander seed",Other,FAQ,21/04/2026,11780,11780,11780
Gujarat,Junagarh,"Junagadh APMC",Groundnut,Bold,FAQ,21/04/2026,5500,7570,6625
Gujarat,Surendranagar,"Vadhvan APMC","Sweet Potato","Sweet Potato",Medium,21/04/2026,2500,3000,2750
Gujarat,Surendranagar,"Vadhvan APMC",Cauliflower,Cauliflower,Medium,21/04/2026,2000,3000,2500
Gujarat,Surendranagar,"Vadhvan APMC",Garlic,Garlic,FAQ,21/04/2026,10000,14000,12000
Gujarat,Surendranagar,"Vadhvan APMC",Cucumbar(Kheera),Cucumbar,Local,21/04/2026,1000,1500,1250
Gujarat,Surendranagar,"Vadhvan APMC",Drumstick,Drumstick,Medium,21/04/2026,1000,2000,1500
Gujarat,Surendranagar,"Vadhvan APMC","Karbuja(Musk Melon)",Other,Local,21/04/2026,1500,2000,1750
Gujarat,Rajkot,"Upleta APMC","Ground Nut Seed","Ground Nut Seed",Local,21/04/2026,7500,8500,8000
Gujarat,Rajkot,"Upleta APMC","Arhar(Tur/Red Gram)(Whole)",Local,Local,21/04/2026,5500,6550,6200
Gujarat,Botad,"Botad APMC",Wheat,Local,FAQ,21/04/2026,2125,2565,2350
Gujarat,Jamnagar,"Kalawad APMC","Corriander seed",Other,Local,21/04/2026,10000,11750,11225
Gujarat,Rajkot,"Dhoraji APMC","Castor Seed","Castor seed",Local,21/04/2026,5805,6130,6080
Gujarat,Rajkot,"Dhoraji APMC",Wheat,"Lokwan Gujrat",Non-FAQ,21/04/2026,2015,2385,2150
Gujarat,Junagarh,"Visavadar APMC","Sesamum(Sesame,Gingelly,Til)",White,FAQ,21/04/2026,8675,9805,9240
Gujarat,Junagarh,"Visavadar APMC",Beans,Other,FAQ,21/04/2026,2900,3500,3200
Gujarat,Junagarh,"Visavadar APMC",Groundnut(Split),Groundnut(Split),FAQ,21/04/2026,7250,7930,7590
Gujarat,Porbandar,"Porbandar APMC",Brinjal,"Arkasheela Mattigulla",Local,21/04/2026,1000,1500,1250
Gujarat,Porbandar,"Porbandar APMC",Cabbage,Cabbage,Local,21/04/2026,750,1250,1000
Gujarat,Porbandar,"Porbandar APMC",Coriander(Leaves),Coriander,Local,21/04/2026,2000,3000,2500
Gujarat,Porbandar,"Porbandar APMC",Onion,Other,Non-FAQ,21/04/2026,750,1250,1000
Gujarat,Porbandar,"Porbandar APMC",Chikoos(Sapota),Other,"Grade A",21/04/2026,2000,2500,2250
Gujarat,Porbandar,"Porbandar APMC",Pomegranate,Other,"Grade A",21/04/2026,4000,8000,6000
Gujarat,Amreli,"Babra APMC","Arhar(Tur/Red Gram)(Whole)",Other,FAQ,21/04/2026,6325,7125,6475
Gujarat,Junagarh,"Bhesan APMC",Wheat,Other,FAQ,21/04/2026,1500,2500,2000
Gujarat,Junagarh,"Bhesan APMC",Cotton,Other,FAQ,21/04/2026,6000,8900,8000
Gujarat,Bhavnagar,"Taleja APMC",Cotton,"Shanker 6 (B) 30mm FIne",FAQ,21/04/2026,6755,7750,7255
Gujarat,Bhavnagar,"Taleja APMC","Black Gram(Urd Beans)(Whole)",Local,FAQ,21/04/2026,4755,7500,6130
Gujarat,Bhavnagar,"Taleja APMC","Arhar(Tur/Red Gram)(Whole)",Other,FAQ,21/04/2026,6010,6010,6010
Gujarat,Jamnagar,"Dhrol APMC",Cotton,Other,Local,21/04/2026,4575,8755,6665
Gujarat,Rajkot,"Gondal(Veg.market Gondal) APMC",Grapes,Green,Local,21/04/2026,4900,13000,8950
Gujarat,Rajkot,"Gondal(Veg.market Gondal) APMC","Water Melon","Water Melon",Local,21/04/2026,500,1500,1000
Gujarat,Rajkot,"Gondal(Veg.market Gondal) APMC",Brinjal,Brinjal,Local,21/04/2026,200,3000,1600
Gujarat,Rajkot,"Gondal(Veg.market Gondal) APMC",Cabbage,Cabbage,Local,21/04/2026,300,1000,650
Gujarat,Rajkot,"Gondal(Veg.market Gondal) APMC",Raddish,Raddish,Local,21/04/2026,750,1250,1000
Gujarat,Morbi,"APMC HALVAD","Bengal Gram(Gram)(Whole)",Other,Local,21/04/2026,4625,5305,5150
Gujarat,Morbi,"APMC HALVAD",Cotton,Local,Local,21/04/2026,6125,8225,7500
Gujarat,Morbi,"APMC HALVAD","Cummin Seed(Jeera)","Cummin Seed(Jeera)",Local,21/04/2026,17000,20840,19750
Gujarat,Morbi,"APMC HALVAD","Corriander seed",Other,Local,21/04/2026,11075,13000,12500
Gujarat,Morbi,"APMC HALVAD","Bengal Gram(Gram)(Whole)",Bold,Local,21/04/2026,5400,8175,7500
Karnataka,Mysore,"Mysore (Bandipalya) APMC","Bottle gourd","Bottle Gourd","Grade Range-1",21/04/2026,600,800,700
Karnataka,Mysore,"Mysore (Bandipalya) APMC",Cucumbar(Kheera),Cucumbar,"Grade Range-1",21/04/2026,2800,3000,2900
Karnataka,Mysore,"Mysore (Bandipalya) APMC",Thondekai,Thondekai,"Grade Range-1",21/04/2026,1300,1500,1400
Karnataka,Mysore,"Mysore (Bandipalya) APMC",Capsicum,Capsicum,"Grade Range-1",21/04/2026,2500,2700,2600
Karnataka,Mysore,"Mysore (Bandipalya) APMC","Suvarna Gadde",Suvarnagadde,"Grade Range-1",21/04/2026,2300,2500,2400
Karnataka,Raichur,"Sindhanur APMC",Jowar(Sorghum),"Jowar Hybrid",Local,21/04/2026,2900,3000,3000
Karnataka,Davangere,"Honnali APMC",Arecanut(Betelnut/Supari),Rashi,Medium,21/04/2026,25200,27000,26067
Karnataka,Shimoga,"Shikaripura APMC",Ginger(Dry),Dry,Small,21/04/2026,10000,10000,10000
Karnataka,Shimoga,"Shikaripura APMC",Maize,Local,Non-FAQ,21/04/2026,1750,1950,1851
Karnataka,Bangalore,"Doddaballa Pur APMC",Onion,Onion,Medium,21/04/2026,1500,2000,1700
Karnataka,Bangalore,"Doddaballa Pur APMC",Garlic,Other,Medium,21/04/2026,10000,14000,12000
Karnataka,Bangalore,"Doddaballa Pur APMC",Coconut,Grade-I,Medium,21/04/2026,16000,28000,24000
Karnataka,Bangalore,"Doddaballa Pur APMC",Ginger(Green),"Green Ginger",Medium,21/04/2026,5000,6000,5500
Karnataka,Bangalore,"Doddaballa Pur APMC",Maize,Local,FAQ,21/04/2026,1750,1850,1780
Karnataka,Chamrajnagar,"Chamaraj Nagar APMC",Cucumbar(Kheera),Cucumbar,Local,21/04/2026,1000,1500,1300
Karnataka,Davangere,"Channagiri APMC",Maize,Local,"Grade Range-1",21/04/2026,1800,1800,1800
Karnataka,Kolar,"Bangarpet APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,21/04/2026,800,1300,1000
Karnataka,Kolar,"Bangarpet APMC",Drumstick,Drumstick,Local,21/04/2026,2000,2500,2300
Karnataka,Bangalore,"Ramanagara APMC",Tomato,Tomato,Local,21/04/2026,2500,3500,3000
Karnataka,Bangalore,"Ramanagara APMC","Green Chilli","Green Chilly",Local,21/04/2026,3000,4800,4000
Karnataka,Bangalore,"Ramanagara APMC",Beetroot,Beetroot,Local,21/04/2026,2400,3000,2800
Karnataka,Raichur,"Lingasugur APMC",Maize,Hybrid/Local,Non-FAQ,21/04/2026,1600,2200,1750
Karnataka,Raichur,"Lingasugur APMC","Bengal Gram(Gram)(Whole)","Average (Whole)",Non-FAQ,21/04/2026,5000,5550,5200
Karnataka,Raichur,"Lingasugur APMC","Bajra(Pearl Millet/Cumbu)",Hybrid,Non-FAQ,21/04/2026,1975,2400,2250
Gujarat,Surat,"Surat APMC","Pegeon Pea(Arhar Fali)",Other,FAQ,21/04/2026,3500,11000,7250
Gujarat,Surat,"Surat APMC","Sweet Potato",Other,FAQ,21/04/2026,1300,2500,1900
Gujarat,Surat,"Surat APMC","Bhindi(Ladies Finger)",Bhindi,FAQ,21/04/2026,1000,3500,2250
Gujarat,Surat,"Surat APMC","Little gourd(Kundru)",Other,FAQ,21/04/2026,1000,3000,2000
Gujarat,Surat,"Surat APMC",Drumstick,Drumstick,FAQ,21/04/2026,1000,3000,2000
Gujarat,Surat,"Surat APMC",Mango(Raw-Ripe),Other,FAQ,21/04/2026,2000,11000,6500
Punjab,Bhatinda,"Bhagta Bhai Ka (Jalal) APMC",Wheat,Other,"Grade Range-1",21/04/2026,2585,2585,2585
Telangana,Nalgonda,"Neredcherla APMC",Paddy(Common),"B P T",Local,21/04/2026,2400,2400,2400
Telangana,Adilabad,"Adilabad APMC",Cotton,"Cotton (Unginned)",FAQ,21/04/2026,6391,7700,6776
Telangana,Karimnagar,"Karimnagar APMC","French Beans(Frasbean)","French Beans (Frasbean)",Local,21/04/2026,4000,4000,4000
Telangana,Karimnagar,"Choppadandi APMC",Paddy(Common),"I.R. 64",Non-FAQ,21/04/2026,1711,2039,2001
Haryana,Fatehabad,"Fatehabad APMC","Water Melon","Water Melon",Local,21/04/2026,1400,1500,1400
Haryana,Fatehabad,"Fatehabad APMC",Banana,Other,Local,21/04/2026,1500,1600,1500
Haryana,Fatehabad,"Fatehabad APMC",Potato,Potato,Local,21/04/2026,500,600,600
Haryana,Fatehabad,"Fatehabad APMC",Apple,Apple,Local,21/04/2026,14000,15000,14000
Haryana,Fatehabad,"Fatehabad APMC",Chikoos(Sapota),Other,Local,21/04/2026,2000,2000,2000
Telangana,Nalgonda,"Devarakonda APMC",Paddy(Common),MTU-1010,FAQ,21/04/2026,4200,4200,4200
Kerala,Kannur,"Kannur APMC",Onion,Onion,"Grade A",21/04/2026,1900,2100,2000
Kerala,Kannur,"Kannur APMC","Coconut Oil",Other,"Grade Range-1",21/04/2026,29200,30200,29700
Kerala,Kannur,"Payyannur APMC",Copra,Other,Local,21/04/2026,14600,14800,14700
Kerala,Kannur,"Payyannur APMC","Banana - Green",Other,Local,21/04/2026,3500,3700,3600
Kerala,Kannur,"Payyannur APMC",Amaranthus,Other,Local,21/04/2026,3800,4000,3900
Kerala,Kannur,"Payyannur APMC",Arecanut(Betelnut/Supari),Other,Local,21/04/2026,41000,43000,42000
Kerala,Kollam,"Kollam APMC",Banana,"Banana - Ripe",Medium,21/04/2026,3200,3500,3300
Kerala,Kollam,"Kollam APMC","Banana - Green","Banana - Green",Medium,21/04/2026,3200,3500,3300
Kerala,Kollam,"Kollam APMC",Banana,Rasakathai,Medium,21/04/2026,6800,7500,7200
Kerala,Kollam,"Kollam APMC",Colacasia,Other,Local,21/04/2026,5500,6000,5800
Kerala,Kollam,"Kollam APMC","Little gourd(Kundru)",Other,Local,21/04/2026,3500,4000,3800
Kerala,Malappuram,"Manjeri APMC",Coriander(Leaves),Coriander,Local,21/04/2026,4900,5000,4950
Kerala,Malappuram,"Manjeri APMC","Green Chilli",Other,Local,21/04/2026,4500,4550,4500
Kerala,Malappuram,"Manjeri APMC","Mousambi(Sweet Lime)",Other,Local,21/04/2026,3800,3900,3850
Kerala,Malappuram,"Manjeri APMC","Pepper ungarbled",Other,Local,21/04/2026,65900,66000,65950
Kerala,Palakad,"Palakkad APMC",Banana,"Nendra Bale",Small,21/04/2026,3300,4500,4000
Kerala,Palakad,"Palakkad APMC",Banana,Poovan,Medium,21/04/2026,4500,6000,5300
Kerala,Palakad,"Palakkad APMC",Onion,Big,FAQ,21/04/2026,2200,3000,2700
Kerala,Palakad,"Palakkad APMC",Capsicum,Capsicum,FAQ,21/04/2026,5200,6000,5700
Kerala,Palakad,"Palakkad APMC","Banana - Green","Banana - Green",FAQ,21/04/2026,3000,4000,3600
Kerala,Palakad,"Palakkad APMC","Green Avare(W)","Green Avare (W)",FAQ,21/04/2026,5500,6500,6100
Kerala,Palakad,"Palakkad APMC",Cowpea(Lobia/Karamani),"Cowpea (Whole)",FAQ,21/04/2026,8500,10000,9300
Kerala,Palakad,"Palakkad APMC","Little gourd(Kundru)",Other,FAQ,21/04/2026,2800,3500,3200
Kerala,Palakad,"Palakkad APMC","Green Chilli","Green Chilly",FAQ,21/04/2026,3300,4000,3700
Kerala,Palakad,"Palakkad APMC",Cabbage,Cabbage,FAQ,21/04/2026,1500,2000,1800
Kerala,Palakad,"Palakkad APMC",Colacasia,Other,FAQ,21/04/2026,5500,6500,6100
Kerala,Palakad,"Palakkad APMC",Snakeguard,Snakeguard,FAQ,21/04/2026,3000,4000,3600
Kerala,Wayanad,"Sultan bathery APMC",Coconut,Other,Local,21/04/2026,6595,6600,6600
Kerala,Wayanad,"Sultan bathery APMC","Black pepper",Ungrabled,Local,21/04/2026,68500,68500,68500
Odisha,Jajpur,"Jajpur APMC",Brinjal,Brinjal,Medium,21/04/2026,4000,5000,4500
Odisha,Jajpur,"Jajpur APMC",Cabbage,Cabbage,Medium,21/04/2026,1500,2000,1800
Punjab,Fazilka,"Fazilka APMC",Cucumbar(Kheera),Cucumbar,FAQ,21/04/2026,2500,2500,2500
Punjab,Fazilka,"Fazilka APMC","Bhindi(Ladies Finger)",Bhindi,FAQ,21/04/2026,6000,6000,6000
Punjab,Fazilka,"Fazilka APMC",Onion,Onion,FAQ,21/04/2026,2000,2000,2000
Punjab,Fazilka,"Fazilka APMC",Potato,Potato,FAQ,21/04/2026,700,700,700
Punjab,Fazilka,"Fazilka APMC",Cauliflower,Cauliflower,FAQ,21/04/2026,2000,2000,2000
Odisha,Rayagada,"Gunpur APMC",Cashewnuts,Local(Raw),FAQ,21/04/2026,13000,14000,13500
Odisha,Rayagada,"Gunpur APMC",Brinjal,Brinjal,FAQ,21/04/2026,2800,4100,3600
Odisha,Rayagada,"Gunpur APMC",Mahua,Other,FAQ,21/04/2026,2000,3500,2500
Odisha,Koraput,"Jeypore APMC",Brinjal,Other,"Grade B",21/04/2026,2000,2000,2000
Odisha,Rayagada,"Rayagada APMC",Brinjal,Brinjal,Medium,21/04/2026,1900,2000,2000
Punjab,Gurdaspur,"Batala APMC",Capsicum,Other,"Grade C",21/04/2026,2000,2500,2200
Punjab,Kapurthala,"Sultanpur APMC","Bitter gourd",Other,Local,21/04/2026,2000,2000,2000
Punjab,Kapurthala,"Sultanpur APMC","Bhindi(Ladies Finger)",Other,Local,21/04/2026,5000,5000,5000
Punjab,Ludhiana,"Khanna APMC",Grapes,Green,"Grade A",21/04/2026,6000,6000,6000
Punjab,Ludhiana,"Khanna APMC",Lemon,Other,"Grade A",21/04/2026,6000,6000,6000
Punjab,Ludhiana,"Khanna APMC",Onion,Onion,"Grade A",21/04/2026,1200,1200,1200
Punjab,Ludhiana,"Khanna APMC",Apple,Apple,"Grade A",21/04/2026,8000,8000,8000
Punjab,Ludhiana,"Khanna APMC",Chikoos(Sapota),Other,"Grade A",21/04/2026,3000,3000,3000
Punjab,Ludhiana,"Jagraon APMC",Apple,Apple,"Grade A",21/04/2026,8000,8000,8000
Punjab,Ludhiana,"Jagraon APMC","Karbuja(Musk Melon)",Other,"Grade A",21/04/2026,2500,2500,2500
Punjab,Ludhiana,"Jagraon APMC",Mango,Safeda,"Grade A",21/04/2026,9000,9000,9000
Punjab,Ludhiana,"Jagraon APMC",Pineapple,"Pine Apple","Grade A",21/04/2026,4200,4200,4200
Punjab,Ludhiana,"Jagraon APMC",Pomegranate,Other,"Grade A",21/04/2026,7000,7000,7000
Punjab,Ludhiana,"Jagraon APMC",Cauliflower,Other,FAQ,21/04/2026,1500,1500,1500
Punjab,Ludhiana,"Jagraon APMC",Cucumbar(Kheera),Other,FAQ,21/04/2026,450,450,450
Punjab,Ludhiana,"Jagraon APMC",Pumpkin,Other,FAQ,21/04/2026,700,700,700
Punjab,Ludhiana,"Jagraon APMC",Tomato,Other,FAQ,21/04/2026,1800,1800,1800
Punjab,Muktsar,"Muktsar APMC",Carrot,Carrot,Medium,21/04/2026,500,1700,1100
"Andhra Pradesh",Kurnool,"Kurnool APMC","Bengal Gram(Gram)(Whole)","Desi (Whole)",Non-FAQ,21/04/2026,3619,5329,5309
